,stateid,county,year,rcra_violations_count,unit_of_measure,annual_toxic_emissions_sum,population,urate,gsp,pincome,governor_is_democrat_1yes,number_in_lower_house_democrat,number_in_lower_house_republican,fraction_house_that_is_democrat,number_in_upper_house_democrat,number_in_upper_house_republican,fraction_senate_that_is_democrat,house_dem_majority,senate_dem_majority,unified_legislature,trifecta_dem,trifecta_rep,trifecta_status,governor_party_lag,governor_party_change,governor_party_shift_direction,governor_shift_to_democrat,governor_shift_to_republican,house_majority_lag,house_party_change,house_party_shift_direction,house_shift_to_democrat,house_shift_to_republican,senate_majority_lag,senate_party_change,senate_party_shift_direction,senate_shift_to_democrat,senate_shift_to_republican,unified_legislature_lag,unified_legislature_change,trifecta_status_lag,trifecta_change,trifecta_shift_direction,trifecta_shift_to_democrat,trifecta_shift_to_republican,divided_to_unified,state,total_rcra_violations,total_toxic_emissions,party_in_control_filled,party_in_control_lag,partisan_change,partisan_change_to_republican,partisan_change_to_democrat,geo_name,state_abb,party_in_control
604,CA,ALAMEDA,2020,8,Pounds,331965.2187724,39503200.0,10.1,3020173.4,2767521400.0,1.0,61.0,18.0,0.7721518987341772,29.0,10.0,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,429.0,6431985.3670824,N,D,1.0,0.0,0.0,ALAMEDA,CA,N
605,CA,ALAMEDA,2021,37,Pounds,239887.7560916,39145060.0,7.3,3416939.4,3013676900.0,1.0,58.0,19.0,0.7532467532467533,31.0,9.0,0.775,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,629.0,5909720.138822399,D,N,1.0,0.0,1.0,ALAMEDA,CA,D
606,CA,BUTTE,2004,19,,,35574576.0,6.2,1632428.7,1329404000.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,California,742.0,,R,,,,,BUTTE,CA,R
607,CA,BUTTE,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,R
608,CA,BUTTE,2006,3,,,36021202.0,4.9,1874851.3,1516057500.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,581.0,,D,,,,,BUTTE,CA,D
609,CA,BUTTE,2007,1,,,36250311.0,5.4,1955320.9,1581573300.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,544.0,,D,D,0.0,,,,,D
610,CA,BUTTE,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,BUTTE,CA,R
611,CA,BUTTE,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,R
612,CA,BUTTE,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,BUTTE,CA,N
613,CA,BUTTE,2011,2,,,37638369.0,11.7,2049336.8,1737940000.0,1.0,52.0,27.0,0.66,25.0,15.0,0.625,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,1.0,1.0,1.0,0.0,1.0,California,393.0,,D,,,,,,,N
614,CA,BUTTE,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,BUTTE,CA,R
615,CA,BUTTE,2013,1,,,38260787.0,8.9,2261510.6,1886376600.0,1.0,55.0,25.0,0.69,26.0,11.0,0.7027027027027027,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,339.0,,D,,,,,,,R
616,CA,BUTTE,2014,5,Pounds,0.0,38596972.0,7.5,2399077.7,2021035600.0,1.0,55.0,25.0,0.69,28.0,11.0,0.717948717948718,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,544.0,7741134.8795344,N,D,1.0,0.0,0.0,BUTTE,CA,N
617,CA,BUTTE,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,N
618,CA,BUTTE,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,BUTTE,CA,R
619,CA,BUTTE,2017,7,Pounds,0.0,39358497.0,4.8,2831038.4,2383130500.0,1.0,55.0,25.0,0.6875,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,834.0,7117080.3811302,N,,,,,,,R
620,CA,BUTTE,2018,3,Pounds,0.0,39461588.0,4.3,2975083.0,2514503400.0,1.0,52.0,25.0,0.6753246753246753,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,837.0,7015843.459548899,D,N,1.0,0.0,1.0,BUTTE,CA,D
621,CA,BUTTE,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,,,D
622,CA,BUTTE,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,BUTTE,CA,R
623,CA,BUTTE,2021,2,,,39145060.0,7.3,3416939.4,3013676900.0,1.0,58.0,19.0,0.7532467532467533,31.0,9.0,0.775,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,629.0,5909720.138822399,D,,,,,,,R
624,CA,CONTRA COSTA,2004,20,,,35574576.0,6.2,1632428.7,1329404000.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,California,742.0,,D,,,,,CONTRA COSTA,CA,D
625,CA,CONTRA COSTA,2005,31,,,35827943.0,5.4,1752648.9,1407285500.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,510.0,,D,D,0.0,,,,,D
626,CA,CONTRA COSTA,2006,11,,,36021202.0,4.9,1874851.3,1516057500.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,581.0,,D,D,0.0,,,CONTRA COSTA,CA,D
627,CA,CONTRA COSTA,2007,11,,,36250311.0,5.4,1955320.9,1581573300.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,544.0,,D,D,0.0,,,,,D
628,CA,CONTRA COSTA,2008,28,,,36604337.0,7.3,1990187.9,1606579900.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,608.0,,N,D,1.0,0.0,0.0,CONTRA COSTA,CA,N
629,CA,CONTRA COSTA,2009,17,,,36961229.0,11.2,1919271.1,1554013300.0,0.0,51.0,29.0,0.64,25.0,14.0,0.6410256410256411,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,594.0,,N,N,0.0,,,,,N
630,CA,CONTRA COSTA,2010,24,,,37319502.0,12.2,1973511.9,1628457600.0,0.0,49.0,29.0,0.63,25.0,14.0,0.6410256410256411,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,498.0,,D,N,1.0,0.0,1.0,CONTRA COSTA,CA,D
631,CA,CONTRA COSTA,2011,20,,,37638369.0,11.7,2049336.8,1737940000.0,1.0,52.0,27.0,0.66,25.0,15.0,0.625,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,1.0,1.0,1.0,0.0,1.0,California,393.0,,D,D,0.0,,,,,D
632,CA,CONTRA COSTA,2012,11,,,37948800.0,10.4,2144089.6,1852397500.0,1.0,52.0,28.0,0.65,25.0,15.0,0.625,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,285.0,,R,D,1.0,1.0,0.0,CONTRA COSTA,CA,R
633,CA,CONTRA COSTA,2013,10,,,38260787.0,8.9,2261510.6,1886376600.0,1.0,55.0,25.0,0.69,26.0,11.0,0.7027027027027027,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,339.0,,R,R,0.0,,,,,R
634,CA,CONTRA COSTA,2014,7,Pounds,1854234.3456721,38596972.0,7.5,2399077.7,2021035600.0,1.0,55.0,25.0,0.69,28.0,11.0,0.717948717948718,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,544.0,7741134.8795344,D,R,1.0,0.0,1.0,CONTRA COSTA,CA,D
635,CA,CONTRA COSTA,2015,17,Pounds,1742678.1935303,38918045.0,6.2,2559643.2,2172930200.0,1.0,52.0,28.0,0.65,26.0,14.0,0.65,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,596.0,7352184.657074699,D,D,0.0,,,,,D
636,CA,CONTRA COSTA,2016,28,Pounds,1747186.3439599,39167117.0,5.5,2671100.5,2273557500.0,1.0,51.0,28.0,0.6455696202531646,26.0,14.0,0.65,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,786.0,7131629.205191299,D,D,0.0,,,CONTRA COSTA,CA,D
637,CA,CONTRA COSTA,2017,42,Pounds,1757120.8935652,39358497.0,4.8,2831038.4,2383130500.0,1.0,55.0,25.0,0.6875,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,834.0,7117080.3811302,D,D,0.0,,,,,D
638,CA,CONTRA COSTA,2018,27,Pounds,1566603.2194105,39461588.0,4.3,2975083.0,2514503400.0,1.0,52.0,25.0,0.6753246753246753,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,837.0,7015843.459548899,D,D,0.0,,,CONTRA COSTA,CA,D
639,CA,CONTRA COSTA,2019,40,Pounds,1354025.828418,39512223.0,4.0,3132800.6,2632279800.0,1.0,60.0,20.0,0.75,28.0,10.0,0.7368421052631579,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,957.0,6800775.7058611,D,D,0.0,,,,,D
640,CA,CONTRA COSTA,2020,11,Pounds,1208297.3238992,39503200.0,10.1,3020173.4,2767521400.0,1.0,61.0,18.0,0.7721518987341772,29.0,10.0,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,429.0,6431985.3670824,D,D,0.0,,,CONTRA COSTA,CA,D
641,CA,CONTRA COSTA,2021,32,Pounds,1118521.8711179,39145060.0,7.3,3416939.4,3013676900.0,1.0,58.0,19.0,0.7532467532467533,31.0,9.0,0.775,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,629.0,5909720.138822399,D,D,0.0,,,,,D
642,CA,EL DORADO,2005,1,,,35827943.0,5.4,1752648.9,1407285500.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,510.0,,D,,,,,EL DORADO,CA,D
643,CA,EL DORADO,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,EL DORADO,CA,D
644,CA,EL DORADO,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,D
645,CA,EL DORADO,2008,1,,,36604337.0,7.3,1990187.9,1606579900.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,608.0,,R,,,,,EL DORADO,CA,R
646,CA,EL DORADO,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,R
647,CA,EL DORADO,2010,1,,,37319502.0,12.2,1973511.9,1628457600.0,0.0,49.0,29.0,0.63,25.0,14.0,0.6410256410256411,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,498.0,,N,,,,,EL DORADO,CA,N
648,CA,EL DORADO,2011,1,,,37638369.0,11.7,2049336.8,1737940000.0,1.0,52.0,27.0,0.66,25.0,15.0,0.625,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,1.0,1.0,1.0,0.0,1.0,California,393.0,,N,N,0.0,,,,,N
649,CA,EL DORADO,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,EL DORADO,CA,R
650,CA,EL DORADO,2013,1,,,38260787.0,8.9,2261510.6,1886376600.0,1.0,55.0,25.0,0.69,26.0,11.0,0.7027027027027027,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,339.0,,N,,,,,,,R
651,CA,EL DORADO,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,EL DORADO,CA,D
652,CA,EL DORADO,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,D
653,CA,EL DORADO,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,EL DORADO,CA,N
654,CA,EL DORADO,2017,2,Pounds,0.4,39358497.0,4.8,2831038.4,2383130500.0,1.0,55.0,25.0,0.6875,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,834.0,7117080.3811302,N,,,,,,,N
655,CA,EL DORADO,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,EL DORADO,CA,D
656,CA,EL DORADO,2019,7,Pounds,0.3,39512223.0,4.0,3132800.6,2632279800.0,1.0,60.0,20.0,0.75,28.0,10.0,0.7368421052631579,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,957.0,6800775.7058611,N,,,,,,,D
657,CA,FRESNO,2004,6,,,35574576.0,6.2,1632428.7,1329404000.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,California,742.0,,D,,,,,FRESNO,CA,D
658,CA,FRESNO,2005,7,,,35827943.0,5.4,1752648.9,1407285500.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,510.0,,D,D,0.0,,,,,D
659,CA,FRESNO,2006,1,,,36021202.0,4.9,1874851.3,1516057500.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,581.0,,R,D,1.0,1.0,0.0,FRESNO,CA,R
660,CA,FRESNO,2007,5,,,36250311.0,5.4,1955320.9,1581573300.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,544.0,,R,R,0.0,,,,,R
661,CA,FRESNO,2008,2,,,36604337.0,7.3,1990187.9,1606579900.0,0.0,48.0,32.0,0.6,25.0,15.0,0.625,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,608.0,,D,R,1.0,0.0,1.0,FRESNO,CA,D
662,CA,FRESNO,2009,2,,,36961229.0,11.2,1919271.1,1554013300.0,0.0,51.0,29.0,0.64,25.0,14.0,0.6410256410256411,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,594.0,,D,D,0.0,,,,,D
663,CA,FRESNO,2010,2,,,37319502.0,12.2,1973511.9,1628457600.0,0.0,49.0,29.0,0.63,25.0,14.0,0.6410256410256411,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,California,498.0,,R,D,1.0,1.0,0.0,FRESNO,CA,R
664,CA,FRESNO,2011,3,,,37638369.0,11.7,2049336.8,1737940000.0,1.0,52.0,27.0,0.66,25.0,15.0,0.625,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,1.0,1.0,1.0,0.0,1.0,California,393.0,,R,R,0.0,,,,,R
665,CA,FRESNO,2012,28,,,37948800.0,10.4,2144089.6,1852397500.0,1.0,52.0,28.0,0.65,25.0,15.0,0.625,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,285.0,,R,R,0.0,,,FRESNO,CA,R
666,CA,FRESNO,2013,22,,,38260787.0,8.9,2261510.6,1886376600.0,1.0,55.0,25.0,0.69,26.0,11.0,0.7027027027027027,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,339.0,,R,R,0.0,,,,,R
667,CA,FRESNO,2014,5,Pounds,73789.3619,38596972.0,7.5,2399077.7,2021035600.0,1.0,55.0,25.0,0.69,28.0,11.0,0.717948717948718,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,544.0,7741134.8795344,N,R,1.0,0.0,0.0,FRESNO,CA,N
668,CA,FRESNO,2015,2,Pounds,73653.80304,38918045.0,6.2,2559643.2,2172930200.0,1.0,52.0,28.0,0.65,26.0,14.0,0.65,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,596.0,7352184.657074699,N,N,0.0,,,,,N
669,CA,FRESNO,2016,4,Pounds,42199.1371,39167117.0,5.5,2671100.5,2273557500.0,1.0,51.0,28.0,0.6455696202531646,26.0,14.0,0.65,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,786.0,7131629.205191299,R,N,1.0,1.0,0.0,FRESNO,CA,R
670,CA,FRESNO,2017,14,Pounds,40682.0481,39358497.0,4.8,2831038.4,2383130500.0,1.0,55.0,25.0,0.6875,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,834.0,7117080.3811302,R,R,0.0,,,,,R
671,CA,FRESNO,2018,5,Pounds,64447.69849,39461588.0,4.3,2975083.0,2514503400.0,1.0,52.0,25.0,0.6753246753246753,27.0,13.0,0.675,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,837.0,7015843.459548899,N,R,1.0,0.0,0.0,FRESNO,CA,N
672,CA,FRESNO,2019,18,Pounds,114891.4122,39512223.0,4.0,3132800.6,2632279800.0,1.0,60.0,20.0,0.75,28.0,10.0,0.7368421052631579,1.0,1.0,1.0,1.0,0.0,Democratic Trifecta,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Democratic Trifecta,0.0,0.0,0.0,0.0,0.0,California,957.0,6800775.7058611,R,N,1.0,1.0,0.0,FRESNO,CA,R
